collection_index,collection_folder,genotype_folder,raw_genotype,raw_individual,mapped_genotype,mapped_individual,picked_file,dst_path,status
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\042E1,42,1,42,1,E:\maize_tuinstra_download\Processed\08_18-19\042E1\042E1_ear_6.jpg,..\data\corn\images\4_42_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\042E2,42,2,42,2,E:\maize_tuinstra_download\Processed\08_18-19\042E2\042E2_ear_6.jpg,..\data\corn\images\4_42_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\043E1,43,1,43,1,E:\maize_tuinstra_download\Processed\08_18-19\043E1\043E1_ear_6.jpg,..\data\corn\images\4_43_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\043E2,43,2,43,2,E:\maize_tuinstra_download\Processed\08_18-19\043E2\043E2_ear_6.jpg,..\data\corn\images\4_43_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\044E1,44,1,44,1,E:\maize_tuinstra_download\Processed\08_18-19\044E1\044E1_ear_6.jpg,..\data\corn\images\4_44_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\044E2,44,2,44,2,E:\maize_tuinstra_download\Processed\08_18-19\044E2\044E2_ear_6.jpg,..\data\corn\images\4_44_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\045E1,45,1,45,1,E:\maize_tuinstra_download\Processed\08_18-19\045E1\045E1_ear_6.jpg,..\data\corn\images\4_45_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\045E2,45,2,45,2,E:\maize_tuinstra_download\Processed\08_18-19\045E2\045E2_ear_6.jpg,..\data\corn\images\4_45_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\046E1,46,1,46,1,E:\maize_tuinstra_download\Processed\08_18-19\046E1\046E1_ear_6.jpg,..\data\corn\images\4_46_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\046E2,46,2,46,2,E:\maize_tuinstra_download\Processed\08_18-19\046E2\046E2_ear_6.jpg,..\data\corn\images\4_46_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\047E1,47,1,47,1,E:\maize_tuinstra_download\Processed\08_18-19\047E1\047E1_ear_6.jpg,..\data\corn\images\4_47_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\047E2,47,2,47,2,E:\maize_tuinstra_download\Processed\08_18-19\047E2\047E2_ear_6.jpg,..\data\corn\images\4_47_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\048E1,48,1,48,1,E:\maize_tuinstra_download\Processed\08_18-19\048E1\048E1_ear_6.jpg,..\data\corn\images\4_48_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\048E2,48,2,48,2,E:\maize_tuinstra_download\Processed\08_18-19\048E2\048E2_ear_6.jpg,..\data\corn\images\4_48_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\049E1,49,1,49,1,E:\maize_tuinstra_download\Processed\08_18-19\049E1\049E1_ear_6.jpg,..\data\corn\images\4_49_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\049E2,49,2,49,2,E:\maize_tuinstra_download\Processed\08_18-19\049E2\049E2_ear_6.jpg,..\data\corn\images\4_49_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\050E1,50,1,50,1,E:\maize_tuinstra_download\Processed\08_18-19\050E1\050E1_ear_6.jpg,..\data\corn\images\4_50_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\050E2,50,2,50,2,E:\maize_tuinstra_download\Processed\08_18-19\050E2\050E2_ear_6.jpg,..\data\corn\images\4_50_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\051E1,51,1,51,1,E:\maize_tuinstra_download\Processed\08_18-19\051E1\051E1_ear_6.jpg,..\data\corn\images\4_51_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\051E2,51,2,51,2,E:\maize_tuinstra_download\Processed\08_18-19\051E2\051E2_ear_6.jpg,..\data\corn\images\4_51_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\052E1,52,1,52,1,E:\maize_tuinstra_download\Processed\08_18-19\052E1\052E1_ear_6.jpg,..\data\corn\images\4_52_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\052E2,52,2,52,2,E:\maize_tuinstra_download\Processed\08_18-19\052E2\052E2_ear_6.jpg,..\data\corn\images\4_52_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\053E1,53,1,53,1,E:\maize_tuinstra_download\Processed\08_18-19\053E1\053E1_ear_6.jpg,..\data\corn\images\4_53_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\053E2,53,2,53,2,E:\maize_tuinstra_download\Processed\08_18-19\053E2\053E2_ear_6.jpg,..\data\corn\images\4_53_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\054E1,54,1,54,1,E:\maize_tuinstra_download\Processed\08_18-19\054E1\054E1_ear_6.jpg,..\data\corn\images\4_54_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\054E2,54,2,54,2,E:\maize_tuinstra_download\Processed\08_18-19\054E2\054E2_ear_6.jpg,..\data\corn\images\4_54_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\055E1,55,1,55,1,E:\maize_tuinstra_download\Processed\08_18-19\055E1\055E1_ear_6.jpg,..\data\corn\images\4_55_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\055E2,55,2,55,2,E:\maize_tuinstra_download\Processed\08_18-19\055E2\055E2_ear_6.jpg,..\data\corn\images\4_55_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\056E1,56,1,56,1,E:\maize_tuinstra_download\Processed\08_18-19\056E1\056E1_ear_6.jpg,..\data\corn\images\4_56_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\056E2,56,2,56,2,E:\maize_tuinstra_download\Processed\08_18-19\056E2\056E2_ear_6.jpg,..\data\corn\images\4_56_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\057E1,57,1,57,1,E:\maize_tuinstra_download\Processed\08_18-19\057E1\057E1_ear_6.jpg,..\data\corn\images\4_57_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\057E2,57,2,57,2,E:\maize_tuinstra_download\Processed\08_18-19\057E2\057E2_ear_6.jpg,..\data\corn\images\4_57_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\058E1,58,1,58,1,E:\maize_tuinstra_download\Processed\08_18-19\058E1\058E1_ear_6.jpg,..\data\corn\images\4_58_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\058E2,58,2,58,2,E:\maize_tuinstra_download\Processed\08_18-19\058E2\058E2_ear_6.jpg,..\data\corn\images\4_58_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\059E1,59,1,59,1,E:\maize_tuinstra_download\Processed\08_18-19\059E1\059E1_ear_6.jpg,..\data\corn\images\4_59_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\059E2,59,2,59,2,E:\maize_tuinstra_download\Processed\08_18-19\059E2\059E2_ear_6.jpg,..\data\corn\images\4_59_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\060E1,60,1,60,1,E:\maize_tuinstra_download\Processed\08_18-19\060E1\060E1_ear_6.jpg,..\data\corn\images\4_60_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\060E2,60,2,60,2,E:\maize_tuinstra_download\Processed\08_18-19\060E2\060E2_ear_6.jpg,..\data\corn\images\4_60_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\061E1,61,1,61,1,E:\maize_tuinstra_download\Processed\08_18-19\061E1\061E1_ear_6.jpg,..\data\corn\images\4_61_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\061E2,61,2,61,2,E:\maize_tuinstra_download\Processed\08_18-19\061E2\061E2_ear_6.jpg,..\data\corn\images\4_61_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\062E1,62,1,62,1,E:\maize_tuinstra_download\Processed\08_18-19\062E1\062E1_ear_6.jpg,..\data\corn\images\4_62_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\062E2,62,2,62,2,E:\maize_tuinstra_download\Processed\08_18-19\062E2\062E2_ear_6.jpg,..\data\corn\images\4_62_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\063E1,63,1,63,1,E:\maize_tuinstra_download\Processed\08_18-19\063E1\063E1_ear_6.jpg,..\data\corn\images\4_63_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\063E2,63,2,63,2,E:\maize_tuinstra_download\Processed\08_18-19\063E2\063E2_ear_6.jpg,..\data\corn\images\4_63_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\064E1,64,1,64,1,E:\maize_tuinstra_download\Processed\08_18-19\064E1\064E1_ear_6.jpg,..\data\corn\images\4_64_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\065E1,65,1,65,1,E:\maize_tuinstra_download\Processed\08_18-19\065E1\065E1_ear_1.jpg,..\data\corn\images\4_65_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\066E1,66,1,66,1,E:\maize_tuinstra_download\Processed\08_18-19\066E1\066E1_ear_6.jpg,..\data\corn\images\4_66_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\066E2,66,2,66,2,E:\maize_tuinstra_download\Processed\08_18-19\066E2\066E2_ear_6.jpg,..\data\corn\images\4_66_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\067E1,67,1,67,1,E:\maize_tuinstra_download\Processed\08_18-19\067E1\067E1_ear_6.jpg,..\data\corn\images\4_67_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\067E2,67,2,67,2,E:\maize_tuinstra_download\Processed\08_18-19\067E2\067E2_ear_6.jpg,..\data\corn\images\4_67_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\068E1,68,1,68,1,E:\maize_tuinstra_download\Processed\08_18-19\068E1\068E1_ear_6.jpg,..\data\corn\images\4_68_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\068E2,68,2,68,2,E:\maize_tuinstra_download\Processed\08_18-19\068E2\068E2_ear_6.jpg,..\data\corn\images\4_68_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\069E1,69,1,69,1,E:\maize_tuinstra_download\Processed\08_18-19\069E1\069E1_ear_6.jpg,..\data\corn\images\4_69_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\069E2,69,2,69,2,E:\maize_tuinstra_download\Processed\08_18-19\069E2\069E2_ear_6.jpg,..\data\corn\images\4_69_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\070E1,70,1,70,1,E:\maize_tuinstra_download\Processed\08_18-19\070E1\070E1_ear_2.jpg,..\data\corn\images\4_70_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\070E2,70,2,70,2,E:\maize_tuinstra_download\Processed\08_18-19\070E2\070E2_ear_1.jpg,..\data\corn\images\4_70_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\071E1,71,1,71,1,E:\maize_tuinstra_download\Processed\08_18-19\071E1\071E1_ear_6.jpg,..\data\corn\images\4_71_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\071E2,71,2,71,2,E:\maize_tuinstra_download\Processed\08_18-19\071E2\071E2_ear_6.jpg,..\data\corn\images\4_71_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\072E1,72,1,72,1,E:\maize_tuinstra_download\Processed\08_18-19\072E1\072E1_ear_1.jpg,..\data\corn\images\4_72_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\072E2,72,2,72,2,E:\maize_tuinstra_download\Processed\08_18-19\072E2\072E2_ear_6.jpg,..\data\corn\images\4_72_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\073E1,73,1,73,1,E:\maize_tuinstra_download\Processed\08_18-19\073E1\073E1_ear_6.jpg,..\data\corn\images\4_73_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\073E2,73,2,73,2,E:\maize_tuinstra_download\Processed\08_18-19\073E2\073E2_ear_6.jpg,..\data\corn\images\4_73_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\074E1,74,1,74,1,E:\maize_tuinstra_download\Processed\08_18-19\074E1\074E1_ear_6.jpg,..\data\corn\images\4_74_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\074E2,74,2,74,2,E:\maize_tuinstra_download\Processed\08_18-19\074E2\074E2_ear_6.jpg,..\data\corn\images\4_74_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\075E1,75,1,75,1,E:\maize_tuinstra_download\Processed\08_18-19\075E1\075E1_ear_6.jpg,..\data\corn\images\4_75_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\075E2,75,2,75,2,E:\maize_tuinstra_download\Processed\08_18-19\075E2\075E2_ear_6.jpg,..\data\corn\images\4_75_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\076E1,76,1,76,1,E:\maize_tuinstra_download\Processed\08_18-19\076E1\076E1_ear_6.jpg,..\data\corn\images\4_76_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\076E2,76,2,76,2,E:\maize_tuinstra_download\Processed\08_18-19\076E2\076E2_ear_2.jpg,..\data\corn\images\4_76_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\077E1,77,1,77,1,E:\maize_tuinstra_download\Processed\08_18-19\077E1\077E1_ear_6.jpg,..\data\corn\images\4_77_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\077E2,77,2,77,2,E:\maize_tuinstra_download\Processed\08_18-19\077E2\077E2_ear_6.jpg,..\data\corn\images\4_77_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\078E1,78,1,78,1,E:\maize_tuinstra_download\Processed\08_18-19\078E1\078E1_ear_6.jpg,..\data\corn\images\4_78_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\078E2,78,2,78,2,E:\maize_tuinstra_download\Processed\08_18-19\078E2\078E2_ear_6.jpg,..\data\corn\images\4_78_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\079E1,79,1,79,1,E:\maize_tuinstra_download\Processed\08_18-19\079E1\079E1_ear_6.jpg,..\data\corn\images\4_79_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\079E2,79,2,79,2,E:\maize_tuinstra_download\Processed\08_18-19\079E2\079E2_ear_2.jpg,..\data\corn\images\4_79_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\080E1,80,1,80,1,E:\maize_tuinstra_download\Processed\08_18-19\080E1\080E1_ear_6.jpg,..\data\corn\images\4_80_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\080E2,80,2,80,2,E:\maize_tuinstra_download\Processed\08_18-19\080E2\080E2_ear_6.jpg,..\data\corn\images\4_80_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\081E2,81,2,81,2,E:\maize_tuinstra_download\Processed\08_18-19\081E2\081E2_ear_1.jpg,..\data\corn\images\4_81_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\082E1,82,1,82,1,E:\maize_tuinstra_download\Processed\08_18-19\082E1\082E1_ear_6.jpg,..\data\corn\images\4_82_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\082E2,82,2,82,2,E:\maize_tuinstra_download\Processed\08_18-19\082E2\082E2_ear_6.jpg,..\data\corn\images\4_82_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\083E1,83,1,83,1,E:\maize_tuinstra_download\Processed\08_18-19\083E1\083E1_ear_1.jpg,..\data\corn\images\4_83_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\083E2,83,2,83,2,E:\maize_tuinstra_download\Processed\08_18-19\083E2\083E2_ear_6.jpg,..\data\corn\images\4_83_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\084E1,84,1,84,1,E:\maize_tuinstra_download\Processed\08_18-19\084E1\084E1_ear_6.jpg,..\data\corn\images\4_84_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\084E2,84,2,84,2,E:\maize_tuinstra_download\Processed\08_18-19\084E2\084E2_ear_6.jpg,..\data\corn\images\4_84_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\085E1,85,1,85,1,E:\maize_tuinstra_download\Processed\08_18-19\085E1\085E1_ear_6.jpg,..\data\corn\images\4_85_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\085E2,85,2,85,2,E:\maize_tuinstra_download\Processed\08_18-19\085E2\085E2_ear_6.jpg,..\data\corn\images\4_85_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\086E1,86,1,86,1,E:\maize_tuinstra_download\Processed\08_18-19\086E1\086E1_ear_6.jpg,..\data\corn\images\4_86_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\086E2,86,2,86,2,E:\maize_tuinstra_download\Processed\08_18-19\086E2\086E2_ear_6.jpg,..\data\corn\images\4_86_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\087E1,87,1,87,1,E:\maize_tuinstra_download\Processed\08_18-19\087E1\087E1_ear_6.jpg,..\data\corn\images\4_87_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\087E2,87,2,87,2,E:\maize_tuinstra_download\Processed\08_18-19\087E2\087E2_ear_1.jpg,..\data\corn\images\4_87_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\088E1,88,1,88,1,E:\maize_tuinstra_download\Processed\08_18-19\088E1\088E1_ear_6.jpg,..\data\corn\images\4_88_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\088E2,88,2,88,2,E:\maize_tuinstra_download\Processed\08_18-19\088E2\088E2_ear_6.jpg,..\data\corn\images\4_88_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\089E1,89,1,89,1,E:\maize_tuinstra_download\Processed\08_18-19\089E1\089E1_ear_6.jpg,..\data\corn\images\4_89_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\089E2,89,2,89,2,E:\maize_tuinstra_download\Processed\08_18-19\089E2\089E2_ear_6.jpg,..\data\corn\images\4_89_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\090E1,90,1,90,1,E:\maize_tuinstra_download\Processed\08_18-19\090E1\090E1_ear_6.jpg,..\data\corn\images\4_90_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\090E2,90,2,90,2,E:\maize_tuinstra_download\Processed\08_18-19\090E2\090E2_ear_6.jpg,..\data\corn\images\4_90_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\091E1,91,1,91,1,E:\maize_tuinstra_download\Processed\08_18-19\091E1\091E1_ear_6.jpg,..\data\corn\images\4_91_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\091E2,91,2,91,2,E:\maize_tuinstra_download\Processed\08_18-19\091E2\091E2_ear_6.jpg,..\data\corn\images\4_91_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\092E1,92,1,92,1,E:\maize_tuinstra_download\Processed\08_18-19\092E1\092E1_ear_6.jpg,..\data\corn\images\4_92_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\092E2,92,2,92,2,E:\maize_tuinstra_download\Processed\08_18-19\092E2\092E2_ear_6.jpg,..\data\corn\images\4_92_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\093E1,93,1,93,1,E:\maize_tuinstra_download\Processed\08_18-19\093E1\093E1_ear_6.jpg,..\data\corn\images\4_93_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\093E2,93,2,93,2,E:\maize_tuinstra_download\Processed\08_18-19\093E2\093E2_ear_1.jpg,..\data\corn\images\4_93_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\094E1,94,1,94,1,E:\maize_tuinstra_download\Processed\08_18-19\094E1\094E1_ear_1.jpg,..\data\corn\images\4_94_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\094E2,94,2,94,2,E:\maize_tuinstra_download\Processed\08_18-19\094E2\094E2_ear_6.jpg,..\data\corn\images\4_94_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\095E1,95,1,95,1,E:\maize_tuinstra_download\Processed\08_18-19\095E1\095E1_ear_6.jpg,..\data\corn\images\4_95_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\095E2,95,2,95,2,E:\maize_tuinstra_download\Processed\08_18-19\095E2\095E2_ear_1.jpg,..\data\corn\images\4_95_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\096E1,96,1,96,1,E:\maize_tuinstra_download\Processed\08_18-19\096E1\096E1_ear_6.jpg,..\data\corn\images\4_96_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\096E2,96,2,96,2,E:\maize_tuinstra_download\Processed\08_18-19\096E2\096E2_ear_6.jpg,..\data\corn\images\4_96_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\097E1,97,1,97,1,E:\maize_tuinstra_download\Processed\08_18-19\097E1\097E1_ear_6.jpg,..\data\corn\images\4_97_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\097E2,97,2,97,2,E:\maize_tuinstra_download\Processed\08_18-19\097E2\097E2_ear_6.jpg,..\data\corn\images\4_97_2.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\098E1,98,1,98,1,E:\maize_tuinstra_download\Processed\08_18-19\098E1\098E1_ear_6.jpg,..\data\corn\images\4_98_1.jpg,copied
4,E:\maize_tuinstra_download\Processed\08_18-19,E:\maize_tuinstra_download\Processed\08_18-19\098E2,98,2,98,2,E:\maize_tuinstra_download\Processed\08_18-19\098E2\098E2_ear_6.jpg,..\data\corn\images\4_98_2.jpg,copied
