collection_index,collection_folder,genotype_folder,raw_genotype,raw_individual,mapped_genotype,mapped_individual,picked_file,dst_path,status
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\441E1,441,1,137,3,E:\maize_tuinstra_download\Processed\07_17-18\441E1\441E1_ear_6.jpg,..\data\corn\images\1_137_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\441E2,441,2,137,4,E:\maize_tuinstra_download\Processed\07_17-18\441E2\441E2_ear_6.jpg,..\data\corn\images\1_137_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\442E1,442,1,138,3,E:\maize_tuinstra_download\Processed\07_17-18\442E1\442E1_ear_6.jpg,..\data\corn\images\1_138_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\442E2,442,2,138,4,E:\maize_tuinstra_download\Processed\07_17-18\442E2\442E2_ear_6.jpg,..\data\corn\images\1_138_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\443E1,443,1,139,3,E:\maize_tuinstra_download\Processed\07_17-18\443E1\443E1_ear_6.jpg,..\data\corn\images\1_139_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\443E2,443,2,139,4,E:\maize_tuinstra_download\Processed\07_17-18\443E2\443E2_ear_6.jpg,..\data\corn\images\1_139_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\444E1,444,1,140,3,E:\maize_tuinstra_download\Processed\07_17-18\444E1\444E1_ear_6.jpg,..\data\corn\images\1_140_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\444E2,444,2,140,4,E:\maize_tuinstra_download\Processed\07_17-18\444E2\444E2_ear_6.jpg,..\data\corn\images\1_140_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\445E1,445,1,141,3,E:\maize_tuinstra_download\Processed\07_17-18\445E1\445E1_ear_6.jpg,..\data\corn\images\1_141_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\445E2,445,2,141,4,E:\maize_tuinstra_download\Processed\07_17-18\445E2\445E2_ear_6.jpg,..\data\corn\images\1_141_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\446E1,446,1,142,3,E:\maize_tuinstra_download\Processed\07_17-18\446E1\446E1_ear_6.jpg,..\data\corn\images\1_142_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\446E2,446,2,142,4,E:\maize_tuinstra_download\Processed\07_17-18\446E2\446E2_ear_1.jpg,..\data\corn\images\1_142_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\447E1,447,1,143,3,E:\maize_tuinstra_download\Processed\07_17-18\447E1\447E1_ear_6.jpg,..\data\corn\images\1_143_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\447E2,447,2,143,4,E:\maize_tuinstra_download\Processed\07_17-18\447E2\447E2_ear_6.jpg,..\data\corn\images\1_143_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\448E1,448,1,144,3,E:\maize_tuinstra_download\Processed\07_17-18\448E1\448E1_ear_6.jpg,..\data\corn\images\1_144_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\448E2,448,2,144,4,E:\maize_tuinstra_download\Processed\07_17-18\448E2\448E2_ear_6.jpg,..\data\corn\images\1_144_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\449E1,449,1,145,3,E:\maize_tuinstra_download\Processed\07_17-18\449E1\449E1_ear_6.jpg,..\data\corn\images\1_145_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\449E2,449,2,145,4,E:\maize_tuinstra_download\Processed\07_17-18\449E2\449E2_ear_6.jpg,..\data\corn\images\1_145_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\450E1,450,1,146,3,E:\maize_tuinstra_download\Processed\07_17-18\450E1\450E1_ear_6.jpg,..\data\corn\images\1_146_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\450E2,450,2,146,4,E:\maize_tuinstra_download\Processed\07_17-18\450E2\450E2_ear_6.jpg,..\data\corn\images\1_146_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\451E1,451,1,147,3,E:\maize_tuinstra_download\Processed\07_17-18\451E1\451E1_ear_6.jpg,..\data\corn\images\1_147_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\451E2,451,2,147,4,E:\maize_tuinstra_download\Processed\07_17-18\451E2\451E2_ear_6.jpg,..\data\corn\images\1_147_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\452E1,452,1,148,3,E:\maize_tuinstra_download\Processed\07_17-18\452E1\452E1_ear_6.jpg,..\data\corn\images\1_148_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\452E2,452,2,148,4,E:\maize_tuinstra_download\Processed\07_17-18\452E2\452E2_ear_6.jpg,..\data\corn\images\1_148_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\453E1,453,1,149,3,E:\maize_tuinstra_download\Processed\07_17-18\453E1\453E1_ear_6.jpg,..\data\corn\images\1_149_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\453E2,453,2,149,4,E:\maize_tuinstra_download\Processed\07_17-18\453E2\453E2_ear_6.jpg,..\data\corn\images\1_149_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\454E1,454,1,150,3,E:\maize_tuinstra_download\Processed\07_17-18\454E1\454E1_ear_6.jpg,..\data\corn\images\1_150_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\454E2,454,2,150,4,E:\maize_tuinstra_download\Processed\07_17-18\454E2\454E2_ear_6.jpg,..\data\corn\images\1_150_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\455E1,455,1,151,3,E:\maize_tuinstra_download\Processed\07_17-18\455E1\455E1_ear_6.jpg,..\data\corn\images\1_151_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\455E2,455,2,151,4,E:\maize_tuinstra_download\Processed\07_17-18\455E2\455E2_ear_6.jpg,..\data\corn\images\1_151_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\456E1,456,1,152,3,E:\maize_tuinstra_download\Processed\07_17-18\456E1\456E1_ear_6.jpg,..\data\corn\images\1_152_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\456E2,456,2,152,4,E:\maize_tuinstra_download\Processed\07_17-18\456E2\456E2_ear_6.jpg,..\data\corn\images\1_152_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\457E1,457,1,153,3,E:\maize_tuinstra_download\Processed\07_17-18\457E1\457E1_ear_6.jpg,..\data\corn\images\1_153_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\457E2,457,2,153,4,E:\maize_tuinstra_download\Processed\07_17-18\457E2\457E2_ear_6.jpg,..\data\corn\images\1_153_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\458E1,458,1,154,3,E:\maize_tuinstra_download\Processed\07_17-18\458E1\458E1_ear_6.jpg,..\data\corn\images\1_154_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\458E2,458,2,154,4,E:\maize_tuinstra_download\Processed\07_17-18\458E2\458E2_ear_6.jpg,..\data\corn\images\1_154_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\459E1,459,1,155,3,E:\maize_tuinstra_download\Processed\07_17-18\459E1\459E1_ear_6.jpg,..\data\corn\images\1_155_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\459E2,459,2,155,4,E:\maize_tuinstra_download\Processed\07_17-18\459E2\459E2_ear_6.jpg,..\data\corn\images\1_155_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\460E1,460,1,156,3,E:\maize_tuinstra_download\Processed\07_17-18\460E1\460E1_ear_6.jpg,..\data\corn\images\1_156_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\460E2,460,2,156,4,E:\maize_tuinstra_download\Processed\07_17-18\460E2\460E2_ear_6.jpg,..\data\corn\images\1_156_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\461E1,461,1,157,3,E:\maize_tuinstra_download\Processed\07_17-18\461E1\461E1_ear_6.jpg,..\data\corn\images\1_157_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\461E2,461,2,157,4,E:\maize_tuinstra_download\Processed\07_17-18\461E2\461E2_ear_1.jpg,..\data\corn\images\1_157_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\462E1,462,1,158,3,E:\maize_tuinstra_download\Processed\07_17-18\462E1\462E1_ear_6.jpg,..\data\corn\images\1_158_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\462E2,462,2,158,4,E:\maize_tuinstra_download\Processed\07_17-18\462E2\462E2_ear_6.jpg,..\data\corn\images\1_158_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\463E1,463,1,159,3,E:\maize_tuinstra_download\Processed\07_17-18\463E1\463E1_ear_6.jpg,..\data\corn\images\1_159_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\463E2,463,2,159,4,E:\maize_tuinstra_download\Processed\07_17-18\463E2\463E2_ear_6.jpg,..\data\corn\images\1_159_4.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\464E1,464,1,160,3,E:\maize_tuinstra_download\Processed\07_17-18\464E1\464E1_ear_6.jpg,..\data\corn\images\1_160_3.jpg,copied
1,E:\maize_tuinstra_download\Processed\07_17-18,E:\maize_tuinstra_download\Processed\07_17-18\464E2,464,2,160,4,E:\maize_tuinstra_download\Processed\07_17-18\464E2\464E2_ear_6.jpg,..\data\corn\images\1_160_4.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\001E1,1,1,1,1,E:\maize_tuinstra_download\Processed\07_28\001E1\001E1_ear_6.jpg,..\data\corn\images\2_1_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\001E2,1,2,1,2,E:\maize_tuinstra_download\Processed\07_28\001E2\001E2_ear_6.jpg,..\data\corn\images\2_1_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\002E1,2,1,2,1,E:\maize_tuinstra_download\Processed\07_28\002E1\002E1_ear_6.jpg,..\data\corn\images\2_2_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\002E2,2,2,2,2,E:\maize_tuinstra_download\Processed\07_28\002E2\002E2_ear_6.jpg,..\data\corn\images\2_2_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\003E1,3,1,3,1,E:\maize_tuinstra_download\Processed\07_28\003E1\003E1_ear_6.jpg,..\data\corn\images\2_3_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\003E2,3,2,3,2,E:\maize_tuinstra_download\Processed\07_28\003E2\003E2_ear_6.jpg,..\data\corn\images\2_3_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\004E1,4,1,4,1,E:\maize_tuinstra_download\Processed\07_28\004E1\004E1_ear_6.jpg,..\data\corn\images\2_4_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\004E2,4,2,4,2,E:\maize_tuinstra_download\Processed\07_28\004E2\004E2_ear_6.jpg,..\data\corn\images\2_4_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\005E1,5,1,5,1,E:\maize_tuinstra_download\Processed\07_28\005E1\005E1_ear_6.jpg,..\data\corn\images\2_5_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\005E2,5,2,5,2,E:\maize_tuinstra_download\Processed\07_28\005E2\005E2_ear_6.jpg,..\data\corn\images\2_5_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\006E1,6,1,6,1,E:\maize_tuinstra_download\Processed\07_28\006E1\006E1_ear_6.jpg,..\data\corn\images\2_6_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\006E2,6,2,6,2,E:\maize_tuinstra_download\Processed\07_28\006E2\006E2_ear_6.jpg,..\data\corn\images\2_6_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\007E1,7,1,7,1,E:\maize_tuinstra_download\Processed\07_28\007E1\007E1_ear_6.jpg,..\data\corn\images\2_7_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\007E2,7,2,7,2,E:\maize_tuinstra_download\Processed\07_28\007E2\007E2_ear_6.jpg,..\data\corn\images\2_7_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\008E1,8,1,8,1,E:\maize_tuinstra_download\Processed\07_28\008E1\008E1_ear_6.jpg,..\data\corn\images\2_8_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\008E2,8,2,8,2,E:\maize_tuinstra_download\Processed\07_28\008E2\008E2_ear_6.jpg,..\data\corn\images\2_8_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\009E1,9,1,9,1,E:\maize_tuinstra_download\Processed\07_28\009E1\009E1_ear_6.jpg,..\data\corn\images\2_9_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\009E2,9,2,9,2,E:\maize_tuinstra_download\Processed\07_28\009E2\009E2_ear_6.jpg,..\data\corn\images\2_9_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\010E1,10,1,10,1,E:\maize_tuinstra_download\Processed\07_28\010E1\010E1_ear_6.jpg,..\data\corn\images\2_10_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\010E2,10,2,10,2,E:\maize_tuinstra_download\Processed\07_28\010E2\010E2_ear_6.jpg,..\data\corn\images\2_10_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\011E1,11,1,11,1,E:\maize_tuinstra_download\Processed\07_28\011E1\011E1_ear_6.jpg,..\data\corn\images\2_11_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\011E2,11,2,11,2,E:\maize_tuinstra_download\Processed\07_28\011E2\011E2_ear_6.jpg,..\data\corn\images\2_11_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\012E1,12,1,12,1,E:\maize_tuinstra_download\Processed\07_28\012E1\012E1_ear_6.jpg,..\data\corn\images\2_12_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\012E2,12,2,12,2,E:\maize_tuinstra_download\Processed\07_28\012E2\012E2_ear_6.jpg,..\data\corn\images\2_12_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\013E1,13,1,13,1,E:\maize_tuinstra_download\Processed\07_28\013E1\013E1_ear_6.jpg,..\data\corn\images\2_13_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\013E2,13,2,13,2,E:\maize_tuinstra_download\Processed\07_28\013E2\013E2_ear_6.jpg,..\data\corn\images\2_13_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\014E1,14,1,14,1,E:\maize_tuinstra_download\Processed\07_28\014E1\014E1_ear_6.jpg,..\data\corn\images\2_14_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\014E2,14,2,14,2,E:\maize_tuinstra_download\Processed\07_28\014E2\014E2_ear_6.jpg,..\data\corn\images\2_14_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\015E1,15,1,15,1,E:\maize_tuinstra_download\Processed\07_28\015E1\015E1_ear_6.jpg,..\data\corn\images\2_15_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\015E2,15,2,15,2,E:\maize_tuinstra_download\Processed\07_28\015E2\015E2_ear_6.jpg,..\data\corn\images\2_15_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\016E1,16,1,16,1,E:\maize_tuinstra_download\Processed\07_28\016E1\016E1_ear_6.jpg,..\data\corn\images\2_16_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\016E2,16,2,16,2,E:\maize_tuinstra_download\Processed\07_28\016E2\016E2_ear_6.jpg,..\data\corn\images\2_16_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\017E1,17,1,17,1,E:\maize_tuinstra_download\Processed\07_28\017E1\017E1_ear_6.jpg,..\data\corn\images\2_17_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\017E2,17,2,17,2,E:\maize_tuinstra_download\Processed\07_28\017E2\017E2_ear_6.jpg,..\data\corn\images\2_17_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\018E1,18,1,18,1,E:\maize_tuinstra_download\Processed\07_28\018E1\018E1_ear_6.jpg,..\data\corn\images\2_18_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\018E2,18,2,18,2,E:\maize_tuinstra_download\Processed\07_28\018E2\018E2_ear_6.jpg,..\data\corn\images\2_18_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\019E1,19,1,19,1,E:\maize_tuinstra_download\Processed\07_28\019E1\019E1_ear_6.jpg,..\data\corn\images\2_19_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\019E2,19,2,19,2,E:\maize_tuinstra_download\Processed\07_28\019E2\019E2_ear_6.jpg,..\data\corn\images\2_19_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\020E1,20,1,20,1,E:\maize_tuinstra_download\Processed\07_28\020E1\020E1_ear_6.jpg,..\data\corn\images\2_20_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\020E2,20,2,20,2,E:\maize_tuinstra_download\Processed\07_28\020E2\020E2_ear_6.jpg,..\data\corn\images\2_20_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\021E1,21,1,21,1,E:\maize_tuinstra_download\Processed\07_28\021E1\021E1_ear_6.jpg,..\data\corn\images\2_21_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\021E2,21,2,21,2,E:\maize_tuinstra_download\Processed\07_28\021E2\021E2_ear_6.jpg,..\data\corn\images\2_21_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\022E1,22,1,22,1,E:\maize_tuinstra_download\Processed\07_28\022E1\022E1_ear_6.jpg,..\data\corn\images\2_22_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\022E2,22,2,22,2,E:\maize_tuinstra_download\Processed\07_28\022E2\022E2_ear_6.jpg,..\data\corn\images\2_22_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\023E1,23,1,23,1,E:\maize_tuinstra_download\Processed\07_28\023E1\023E1_ear_6.jpg,..\data\corn\images\2_23_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\023E2,23,2,23,2,E:\maize_tuinstra_download\Processed\07_28\023E2\023E2_ear_6.jpg,..\data\corn\images\2_23_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\024E1,24,1,24,1,E:\maize_tuinstra_download\Processed\07_28\024E1\024E1_ear_6.jpg,..\data\corn\images\2_24_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\024E2,24,2,24,2,E:\maize_tuinstra_download\Processed\07_28\024E2\024E2_ear_6.jpg,..\data\corn\images\2_24_2.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\025E1,25,1,25,1,E:\maize_tuinstra_download\Processed\07_28\025E1\025E1_ear_6.jpg,..\data\corn\images\2_25_1.jpg,copied
2,E:\maize_tuinstra_download\Processed\07_28,E:\maize_tuinstra_download\Processed\07_28\025E2,25,2,25,2,E:\maize_tuinstra_download\Processed\07_28\025E2\025E2_ear_6.jpg,..\data\corn\images\2_25_2.jpg,copied
