crop,collectiondate,genotype,augmented?,modelname,IoU,Precision,Recall,F1
sorghum,1,73,no,U-NET,0.92252284,0.9934711643090316,0.928149799960648,0.9597002526151603
sorghum,1,73,no,U-NET,0.94416016,0.9639594810733961,0.9787088159936488,0.9712781577910683
sorghum,1,74,no,U-NET,0.95338535,0.9736724008975318,0.9786130426611539,0.9761364701471553
sorghum,1,74,no,U-NET,0.9654801,0.9830192034139402,0.9818553161259768,0.9824369150574577
sorghum,1,74,no,U-NET,0.9214912,0.9991586186713491,0.9222068406658338,0.9591417484592559
sorghum,1,75,no,U-NET,0.94487,0.9924299472870675,0.951729380463702,0.9716536349702178
sorghum,1,75,no,U-NET,0.9155007,0.9996246387147629,0.9158155369854534,0.9558865757358219
sorghum,1,75,no,U-NET,0.9371773,0.9975860297894196,0.9393074765451204,0.9675699910331772
sorghum,1,76,no,U-NET,0.88609725,0.902651458409125,0.9797226674099366,0.9396092758013855
sorghum,1,76,no,U-NET,0.8953552,0.9111153839430859,0.98104684647381,0.9447888345115099
sorghum,1,76,no,U-NET,0.7409552,0.9999424007372706,0.7409868252568079,0.8512053607910436
sorghum,1,77,no,U-NET,0.7855308,0.9469996954005483,0.8216535259657314,0.8798849083748025
sorghum,1,77,no,U-NET,0.8425304,0.8751889068589761,0.9575881525318016,0.9145362488485008
sorghum,1,77,no,U-NET,0.8359206,0.9423033917256802,0.8810133639990939,0.9106282585792369
sorghum,1,78,no,U-NET,0.9250386,0.9261111111111111,0.998749641824481,0.9610597952098661
sorghum,1,78,no,U-NET,0.9394646,0.9414796555367033,0.9977269643099471,0.9687875743251033
sorghum,1,78,no,U-NET,0.94275624,0.9750977685760295,0.9660143007720138,0.9705347815509666
sorghum,1,7,no,U-NET,0.926914,0.9875689643131503,0.9378564796392095,0.9620709596217301
sorghum,1,7,no,U-NET,0.9477377,0.9916600079904115,0.9553524176088526,0.973167683599206
sorghum,1,7,no,U-NET,0.92160046,0.9218205262906538,0.9997410265706739,0.9592009143765841
